year,production,midband,ub,lb
1980-01-01 00:00:00.000000000,7358.4248046875,7357.860460940841,7372.409951737395,7343.310970144287
1980-01-01 00:00:00.000002009,7358.4248046875,7358.23669010528,7366.7123314539085,7349.761048756652
1981-01-01 00:00:00.000000000,7600.4873046875,7519.73709982676,8004.263039855372,7035.2111597981475
1981-01-01 00:00:00.000002009,7600.4873046875,7573.570569733921,7896.583744687734,7250.557394780108
1982-01-01 00:00:00.000000000,7745.84375,7688.419356577974,8080.199096934555,7296.639616221393
1982-01-01 00:00:00.000002009,7745.84375,7726.702285525992,7980.383250829869,7473.021320222115
1983-01-01 00:00:00.000000000,7889.7041015625,7835.370162883664,8192.76310094666,7477.977224820668
1983-01-01 00:00:00.000002009,7889.7041015625,7871.5927886695545,8104.799302933605,7638.386274405504
1984-01-01 00:00:00.000000000,8032.1279296875,7978.6162160148515,8326.775019012855,7630.457413016848
1984-01-01 00:00:00.000002009,8032.1279296875,8014.2906917966175,8242.016106940386,7786.565276652849
1985-01-01 00:00:00.000000000,8305.4912109375,8208.424371223873,8805.48153567784,7611.367206769905
1985-01-01 00:00:00.000002009,8305.4912109375,8273.135597699626,8668.7536433319,7877.51755206735
1986-01-01 00:00:00.000000000,8476.98828125,8409.03738673321,8876.364765600947,7941.710007865471
1986-01-01 00:00:00.000002009,8476.98828125,8454.337983077736,8756.44324499096,8152.232721164511
1987-01-01 00:00:00.000000000,8646.98828125,8582.771515192579,9005.712503158988,8159.83052722617
1987-01-01 00:00:00.000002009,8646.98828125,8625.582692564194,8901.484000895323,8349.681384233065
1988-01-01 00:00:00.000000000,8815.5517578125,8752.228736063065,9164.207894498137,8340.249577627994
1988-01-01 00:00:00.000002009,8815.5517578125,8794.444083896022,9063.915472597817,8524.972695194227
1989-01-01 00:00:00.000000000,9008.060546875,8936.85505921534,9391.533974640524,8482.176143790157
1989-01-01 00:00:00.000002009,9008.060546875,8984.32538432178,9282.975443647865,8685.675324995696
1990-01-01 00:00:00.000000000,9091.798828125,9055.974346857261,9331.53338554683,8780.415308167692
1990-01-01 00:00:00.000002009,9091.798828125,9079.857334369088,9254.340863009807,8905.373805728368
1991-01-01 00:00:00.000000000,9174.041015625,9142.646455206363,9356.259260335877,8929.033650076848
1991-01-01 00:00:00.000002009,9174.041015625,9163.576162152121,9301.969143190243,9025.183181114
1992-01-01 00:00:00.000000000,9254.84375,9224.421220717375,9423.67808032281,9025.16436111194
1992-01-01 00:00:00.000002009,9254.84375,9244.702906905792,9374.843420140842,9114.562393670742
1993-01-01 00:00:00.000000000,9704.0126953125,9550.909432510263,10472.596713877008,8629.222151143518
1993-01-01 00:00:00.000002009,9704.0126953125,9652.978274378422,10266.925816546185,9039.030732210658
1994-01-01 00:00:00.000000000,10070.265625,9931.169841459474,10837.89956605572,9024.440116863228
1994-01-01 00:00:00.000002009,10070.265625,10023.900363819825,10616.727049412226,9431.073678227423
1995-01-01 00:00:00.000000000,10435.02734375,10297.985017106608,11188.63051386136,9407.339520351856
1995-01-01 00:00:00.000002009,10435.02734375,10389.346568202202,10972.046202774345,9806.646933630058
1996-01-01 00:00:00.000000000,10798.345703125,10662.012658150734,11546.490351960603,9777.534964340864
1996-01-01 00:00:00.000002009,10798.345703125,10752.901354800246,11331.791436672642,10174.01127292785
1997-01-01 00:00:00.000000000,11455.404296875,11221.23664951675,12665.447891034008,9777.025407999492
1997-01-01 00:00:00.000002009,11455.404296875,11377.348414422251,12333.688652858411,10421.008175986091
1998-01-01 00:00:00.000000000,12025.0087890625,11809.121997515751,13217.212215056505,10401.031779974997
1998-01-01 00:00:00.000002009,12025.0087890625,11953.046525213584,12873.55423691515,11032.538813512017
1999-01-01 00:00:00.000000000,12593.1181640625,12379.760951112861,13765.838736521135,10993.683165704588
1999-01-01 00:00:00.000002009,12593.1181640625,12521.999093079286,13428.910928377873,11615.0872577807
2000-01-01 00:00:00.000000000,13159.7890625,12947.192406026428,14326.056868561784,11568.327943491073
2000-01-01 00:00:00.000002009,13159.7890625,13088.923510342143,13991.445027383486,12186.4019933008
2001-01-01 00:00:00.000000000,13565.34765625,13406.539607614048,14492.557515749233,12320.521699478863
2001-01-01 00:00:00.000002009,13565.34765625,13512.411640038015,14215.280725176215,12809.542554899816
2002-01-01 00:00:00.000000000,13839.974609375,13730.786952929338,14501.41330800538,12960.160597853297
2002-01-01 00:00:00.000002009,13839.974609375,13803.578723893113,14299.202341496544,13307.955106289683
2003-01-01 00:00:00.000000000,14113.1025390625,14009.927934006038,14691.910992498077,13327.944875514
2003-01-01 00:00:00.000002009,14113.1025390625,14078.71100404368,14523.248547119942,13634.173460967419
2004-01-01 00:00:00.000000000,14384.794921875,14282.76694926456,14946.559588639217,13618.974309889903
2004-01-01 00:00:00.000002009,14384.794921875,14350.78559767152,14784.965727121627,13916.605468221413
2005-01-01 00:00:00.000000000,14763.0263671875,14625.61277734884,15487.35941633713,13763.86613836055
2005-01-01 00:00:00.000002009,14763.0263671875,14717.22183724128,15285.610555718282,14148.83311876428
2006-01-01 00:00:00.000000000,15037.65234375,14930.842174913761,15650.836214081017,14210.848135746506
2006-01-01 00:00:00.000002009,15037.65234375,15002.048954137921,15469.414750361211,14534.683157914631
2007-01-01 00:00:00.000000000,15310.7802734375,15207.869833670973,15881.717273792976,14534.02239354897
2007-01-01 00:00:00.000002009,15310.7802734375,15276.476793515323,15716.612028760983,14836.341558269663
2008-01-01 00:00:00.000000000,15582.47265625,15480.47403533844,16143.125437266992,14817.822633409889
2008-01-01 00:00:00.000002009,15582.47265625,15548.473115946146,15982.044142227574,15114.902089664718
2009-01-01 00:00:00.000000000,15960.7041015625,15823.293773023715,16684.91945757927,14961.66808846816
2009-01-01 00:00:00.000002009,15960.7041015625,15914.900658716238,16483.22509685449,15346.576220577988
2010-01-01 00:00:00.000002009,16235.3310546875,16128.520922697078,16848.49785078407,15408.543994610085
2011-01-01 00:00:00.000002009,16508.45703125,16381.81166173236,17247.94947524043,15515.673848224287
2012-01-01 00:00:00.000002009,16780.150390625,16647.370814327453,17587.987567176027,15706.754061478876
2013-01-01 00:00:00.000002009,17158.3828125,16988.045479775818,18145.392881243934,15830.698078307702
2014-01-01 00:00:00.000002009,17433.005859375,17284.68573284194,18397.539404061652,16171.832061622226
2015-01-01 00:00:00.000002009,17706.13671875,17565.653056780648,18625.510672346958,16505.795441214337
2016-01-01 00:00:00.000002009,17977.828125,17840.43643559355,18867.0745749613,16813.7982962258
2017-01-01 00:00:00.000002009,18356.05859375,18184.184541031183,19373.63544922194,16994.733632840427
2018-01-01 00:00:00.000002009,18630.68359375,18481.85057617706,19608.368857126734,17355.33229522739
2019-01-01 00:00:00.000002009,18903.8125,18763.158525392355,19828.626469410392,17697.690581374318
2020-01-01 00:00:00.000002009,19175.5078125,19038.058050130785,20066.909376395215,18009.206723866355
2021-01-01 00:00:00.000002009,19553.73828125,19381.84487087693,20572.03368793665,18191.656053817205
2022-01-01 00:00:00.000002009,19828.361328125,19679.52250904231,20806.32813844702,18552.716879637595
2023-01-01 00:00:00.000002009,20101.4921875,19960.8356280141,21026.417134502524,18895.25412152568
2024-01-01 00:00:00.000002009,20373.18359375,20235.734271838035,21264.62268255589,19206.84586112018
2025-01-01 00:00:00.000002009,20751.416015625,20579.522101029346,21769.724225629965,19389.319976428727
2026-01-01 00:00:00.000002009,21026.0390625,20877.200075343117,22004.011189354045,19750.388961332188
2027-01-01 00:00:00.000002009,21299.16796875,21158.51200428104,22224.092616506674,20092.93139205541
2028-01-01 00:00:00.000002009,21570.861328125,21433.41155351035,22462.301832669727,20404.52127435097
2029-01-01 00:00:00.000002009,21949.08984375,21777.197080336784,22967.393758039332,20587.000402634236
2030-01-01 00:00:00.000002009,22223.716796875,22074.876891362263,23201.690454572345,20948.06332815218
2031-01-01 00:00:00.000002009,22496.845703125,22356.18943253742,23421.772362743493,21290.606502331346
2032-01-01 00:00:00.000002009,22768.537109375,22631.087883762473,23659.976322850463,21602.199444674483
2033-01-01 00:00:00.000002009,23146.767578125,22974.874346670826,24165.07292761196,21784.67576572969
2034-01-01 00:00:00.000002009,23421.39453125,23272.554469723607,24399.369444910117,22145.739494537098
2035-01-01 00:00:00.000002009,23694.5234375,23553.86711490787,24619.450789942333,22488.283439873405
